loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.04168817773461342,0.1125449687242508,0.04168817773461342,0.00011672621621983126,0.010317433625459671,0.00011672621621983126,0.0002500000118743628
0.04119746759533882,0.11210832744836807,0.04119746759533882,0.00036008600727654994,0.01854976825416088,0.00036008600727654994,0.0002500000118743628
0.04215950146317482,0.11289118975400925,0.04215950146317482,0.0001922110968735069,0.01373436488211155,0.0001922110968735069,0.0002500000118743628
0.041806597262620926,0.11278877407312393,0.041806597262620926,0.00032708962680771947,0.01709638722240925,0.00032708962680771947,0.0002500000118743628
0.04164089635014534,0.11272432655096054,0.04164089635014534,0.00015658512711524963,0.011818043887615204,0.00015658512711524963,0.0001250000059371814
0.041801635175943375,0.11296349763870239,0.041801635175943375,5.11718935740646e-05,0.0067444187588989735,5.11718935740646e-05,0.0001250000059371814
0.04154288396239281,0.11246109008789062,0.04154288396239281,0.00016721001884434372,0.012667426839470863,0.00016721001884434372,0.0001250000059371814
0.041954997926950455,0.11308301240205765,0.041954997926950455,0.0001984832197194919,0.013932345435023308,0.0001984832197194919,0.0001250000059371814
0.041892312467098236,0.1131330281496048,0.041892312467098236,0.00014830153668299317,0.011956867761909962,0.00014830153668299317,0.0001250000059371814
0.04178920388221741,0.11302833259105682,0.04178920388221741,2.7799378585768864e-05,0.0041835191659629345,2.7799378585768864e-05,0.0001250000059371814
0.04155361279845238,0.11267763376235962,0.04155361279845238,0.0001352086110273376,0.011376690119504929,0.0001352086110273376,0.0001250000059371814
0.041557252407073975,0.1127401813864708,0.041557252407073975,0.0001340781309409067,0.011217663995921612,0.0001340781309409067,6.25000029685907e-05
0.041681014001369476,0.11268193274736404,0.041681014001369476,0.00011227913637412712,0.010283753275871277,0.00011227913637412712,6.25000029685907e-05
0.0414314903318882,0.11265292018651962,0.0414314903318882,9.906350169330835e-05,0.009767260402441025,9.906350169330835e-05,6.25000029685907e-05
0.041842032223939896,0.1128368228673935,0.041842032223939896,0.00016788524226285517,0.012761155143380165,0.00016788524226285517,6.25000029685907e-05
0.041570596396923065,0.11284132301807404,0.041570596396923065,5.9410529502201825e-05,0.007363844197243452,5.9410529502201825e-05,6.25000029685907e-05
0.041860852390527725,0.11291937530040741,0.041860852390527725,0.00013409553503151983,0.011376390233635902,0.00013409553503151983,6.25000029685907e-05
0.04160037636756897,0.11249871551990509,0.04160037636756897,0.00010417273733764887,0.009985193610191345,0.00010417273733764887,6.25000029685907e-05
0.04200691357254982,0.11298500001430511,0.04200691357254982,9.674538887338713e-05,0.00968814268708229,9.674538887338713e-05,3.125000148429535e-05
0.04152023419737816,0.11274225264787674,0.04152023419737816,0.0002004956768359989,0.013798048719763756,0.0002004956768359989,3.125000148429535e-05
0.04203011840581894,0.11301013827323914,0.04203011840581894,6.858971028123051e-05,0.007986909709870815,6.858971028123051e-05,3.125000148429535e-05
0.0411478653550148,0.1125115156173706,0.0411478653550148,0.00012591700942721218,0.010864191688597202,0.00012591700942721218,3.125000148429535e-05
0.04143063351511955,0.11256754398345947,0.04143063351511955,0.00015145307406783104,0.011981847696006298,0.00015145307406783104,3.125000148429535e-05
0.042067259550094604,0.11313170939683914,0.042067259550094604,9.620964556233957e-05,0.009623060934245586,9.620964556233957e-05,3.125000148429535e-05
0.041800566017627716,0.11307470500469208,0.041800566017627716,0.00010012279381044209,0.009773178026080132,0.00010012279381044209,3.125000148429535e-05
0.04177267849445343,0.11291464418172836,0.04177267849445343,0.00012090603559045121,0.010677655227482319,0.00012090603559045121,1.5625000742147677e-05
0.04143379628658295,0.11271457374095917,0.04143379628658295,0.00014713738346472383,0.011892630718648434,0.00014713738346472383,1.5625000742147677e-05
0.042025282979011536,0.11316408962011337,0.042025282979011536,0.00015457297558896244,0.012232494540512562,0.00015457297558896244,1.5625000742147677e-05
